label,x_um,y_um,z_um,r_um,brightness,x_vox,y_vox,z_vox
332,76.0510,129.2831,90.9800,5.1342,0.90354,76.0510,129.2831,22.7450
333,66.4199,134.3567,133.8200,5.0525,0.59306,66.4199,134.3567,33.4550
334,159.0913,118.7919,181.9199,6.4084,1.17298,159.0913,118.7919,45.4800
335,98.9964,119.1826,108.9277,5.2462,0.53607,98.9964,119.1826,27.2319
336,123.6614,176.7212,164.1131,5.3141,0.57495,123.6614,176.7212,41.0283
337,123.6131,143.5591,137.9055,5.6034,1.89617,123.6131,143.5591,34.4764
338,187.2791,144.9147,139.2777,6.3758,0.63589,187.2791,144.9147,34.8194
339,172.6223,140.6848,169.7921,5.0114,1.71717,172.6223,140.6848,42.4480
340,68.9605,149.4831,120.0768,5.0576,2.14294,68.9605,149.4831,30.0192
341,177.4133,148.2588,97.6331,5.0106,1.13844,177.4133,148.2588,24.4083
342,131.0076,184.9957,126.4864,5.3185,1.31877,131.0076,184.9957,31.6216
343,77.0716,114.9750,136.5995,5.4508,2.65415,77.0716,114.9750,34.1499
344,102.7052,158.4224,98.3245,6.0619,0.90632,102.7052,158.4224,24.5811
345,168.5606,143.2018,141.4627,5.7386,0.74341,168.5606,143.2018,35.3657
346,137.5211,119.6827,107.6318,5.4894,0.50833,137.5211,119.6827,26.9079
347,75.2771,130.7674,102.1393,5.4291,1.02107,75.2771,130.7674,25.5348
348,146.5535,133.2308,91.6886,5.2645,2.09504,146.5535,133.2308,22.9221
349,149.3317,132.0146,140.9785,5.3549,1.61575,149.3317,132.0146,35.2446
350,108.3040,114.1951,114.1060,5.1733,0.62435,108.3040,114.1951,28.5265
351,81.2499,148.7771,166.1572,5.5786,0.65202,81.2499,148.7771,41.5393
352,81.4633,86.6347,124.5634,6.3397,0.77718,81.4633,86.6347,31.1409
353,154.5079,113.9221,92.3557,5.7065,1.15735,154.5079,113.9221,23.0889
354,131.9572,166.9293,173.5136,5.4374,0.90244,131.9572,166.9293,43.3784
355,116.8487,183.9223,98.2279,5.3848,1.11319,116.8487,183.9223,24.5570
356,176.3083,121.1335,166.8060,5.0185,1.15994,176.3083,121.1335,41.7015
357,97.9008,181.4451,146.6185,5.5991,0.86124,97.9008,181.4451,36.6546
358,94.3422,138.1970,79.0472,5.4385,0.98011,94.3422,138.1970,19.7618
359,159.9609,116.1634,157.0176,5.5536,1.10882,159.9609,116.1634,39.2544
360,139.6085,66.9412,134.0166,5.5330,0.95888,139.6085,66.9412,33.5042
361,90.3110,95.3936,120.8677,5.3851,1.28629,90.3110,95.3936,30.2169
362,136.0596,159.1948,86.4675,5.1497,2.54833,136.0596,159.1948,21.6169
363,135.2980,113.9737,155.0511,5.5986,1.34445,135.2980,113.9737,38.7628
364,164.3431,98.4731,87.3511,5.4875,1.02830,164.3431,98.4731,21.8378
365,127.3349,104.5956,187.7030,5.0117,0.43039,127.3349,104.5956,46.9257
366,133.7209,137.1368,158.1247,6.9098,1.21407,133.7209,137.1368,39.5312
367,153.1237,101.1317,136.0069,5.2363,0.37782,153.1237,101.1317,34.0017
368,93.2857,149.1721,122.5805,6.1351,0.49435,93.2857,149.1721,30.6451
369,143.1434,167.0377,105.0790,5.2492,1.53314,143.1434,167.0377,26.2698
370,147.6409,132.9500,79.4993,5.6890,1.42350,147.6409,132.9500,19.8748
371,103.7556,139.7103,89.0734,5.5448,0.92777,103.7556,139.7103,22.2683
372,81.9870,141.2988,92.8095,6.8170,0.42528,81.9870,141.2988,23.2024
373,141.4280,90.2836,86.3449,5.1733,0.83054,141.4280,90.2836,21.5862
374,136.2243,122.1049,146.5291,5.8939,0.71222,136.2243,122.1049,36.6323
375,82.9361,140.0963,155.6475,5.1975,1.37495,82.9361,140.0963,38.9119
376,164.8772,120.9722,134.3077,5.7298,3.00000,164.8772,120.9722,33.5769
377,92.2987,164.3238,162.9068,5.0208,1.11457,92.2987,164.3238,40.7267
378,107.7704,102.0598,142.3559,5.9257,0.67729,107.7704,102.0598,35.5890
379,129.1765,191.4578,138.2403,5.4863,0.55695,129.1765,191.4578,34.5601
380,124.5721,78.3035,168.5412,5.5047,0.97234,124.5721,78.3035,42.1353
381,135.9418,116.2013,118.7628,5.3045,0.91540,135.9418,116.2013,29.6907
382,112.3310,151.8872,168.4066,6.4053,0.56228,112.3310,151.8872,42.1016
383,142.7223,114.0858,131.2820,5.0381,1.05990,142.7223,114.0858,32.8205
384,123.0889,154.0152,185.7350,5.2069,0.56245,123.0889,154.0152,46.4337
385,129.3069,96.8462,90.1104,5.2279,1.74378,129.3069,96.8462,22.5276
386,111.7058,149.9911,73.0782,5.4449,1.70119,111.7058,149.9911,18.2696
387,91.4273,107.2033,85.0144,6.7050,1.72009,91.4273,107.2033,21.2536
388,140.6361,190.6908,136.2610,5.3482,0.78897,140.6361,190.6908,34.0653
389,123.0258,177.8125,119.8358,5.8002,1.29338,123.0258,177.8125,29.9590
390,145.6026,82.1809,163.5504,5.7196,0.93610,145.6026,82.1809,40.8876
391,90.8186,123.8972,171.4042,5.1037,0.82332,90.8186,123.8972,42.8510
392,170.5995,160.8677,97.4313,5.3957,0.84403,170.5995,160.8677,24.3578
393,116.0430,69.3428,149.5997,5.1299,0.52212,116.0430,69.3428,37.3999
394,152.6732,183.7328,111.6670,5.4036,0.48581,152.6732,183.7328,27.9168
395,104.5972,187.0444,138.3138,5.3638,1.48759,104.5972,187.0444,34.5784
396,188.8971,124.6928,132.0171,5.1810,0.90881,188.8971,124.6928,33.0043
397,97.3831,99.9947,95.6439,5.4260,1.11428,97.3831,99.9947,23.9110
398,106.5405,82.5063,89.0625,6.3555,1.65013,106.5405,82.5063,22.2656
399,124.3669,166.5019,150.7547,5.0156,0.42039,124.3669,166.5019,37.6887
400,76.6980,134.3969,127.7860,5.4115,0.67566,76.6980,134.3969,31.9465
401,149.9468,107.2958,122.6319,5.6872,1.09163,149.9468,107.2958,30.6580
402,114.2873,114.1445,102.9591,5.0129,1.21658,114.2873,114.1445,25.7398
403,141.9293,108.8212,71.7014,5.0490,0.82817,141.9293,108.8212,17.9253
404,138.8689,102.8600,154.1523,5.3519,1.67295,138.8689,102.8600,38.5381
405,138.4342,142.0277,142.3879,5.2404,1.11093,138.4342,142.0277,35.5970
406,150.6340,145.5673,158.7475,5.4527,0.54515,150.6340,145.5673,39.6869
407,128.9660,135.1203,131.7306,5.4732,0.62790,128.9660,135.1203,32.9327
408,146.8310,174.4898,113.1861,5.1635,1.49591,146.8310,174.4898,28.2965
409,177.1305,98.7537,101.9909,6.1255,1.26101,177.1305,98.7537,25.4977
410,143.6489,92.9094,141.4783,5.5941,0.38692,143.6489,92.9094,35.3696
411,112.4125,147.0807,92.1454,5.2187,1.96179,112.4125,147.0807,23.0363
412,86.7586,143.2640,106.8941,5.5350,1.34853,86.7586,143.2640,26.7235
413,102.7341,99.3840,163.8548,5.3338,1.95751,102.7341,99.3840,40.9637
414,143.7981,172.3443,127.6196,5.6948,0.82543,143.7981,172.3443,31.9049
415,117.8719,79.2455,125.7406,6.1238,0.86256,117.8719,79.2455,31.4352
416,153.6914,125.0547,93.2176,5.0881,0.56937,153.6914,125.0547,23.3044
417,114.5796,115.1967,180.2418,5.0365,3.00000,114.5796,115.1967,45.0605
418,122.5905,155.9870,72.4990,5.1897,0.91601,122.5905,155.9870,18.1247
419,177.1019,163.5716,119.5852,6.2996,2.21171,177.1019,163.5716,29.8963
420,136.5817,142.3038,73.7567,5.0991,0.72351,136.5817,142.3038,18.4392
421,134.2802,145.7431,185.6616,6.1007,1.08537,134.2802,145.7431,46.4154
422,86.8208,156.6580,137.5076,6.0765,0.43358,86.8208,156.6580,34.3769
423,139.6197,132.5745,176.9500,5.1622,0.82577,139.6197,132.5745,44.2375
424,104.2678,141.7422,176.8310,5.5165,1.63538,104.2678,141.7422,44.2077
425,69.0200,121.9573,105.2096,5.0946,0.53479,69.0200,121.9573,26.3024
426,98.3843,92.7970,143.2317,5.4540,1.70935,98.3843,92.7970,35.8079
427,168.9104,98.6168,111.9301,5.6087,1.18367,168.9104,98.6168,27.9825
428,78.6715,163.9249,111.4014,5.2908,0.59335,78.6715,163.9249,27.8503
429,156.2920,110.5370,74.5777,5.5040,0.77818,156.2920,110.5370,18.6444
430,170.7784,153.0100,88.6524,5.6704,0.79490,170.7784,153.0100,22.1631
431,68.6455,104.3133,136.6631,5.2701,0.97554,68.6455,104.3133,34.1658
432,114.4420,131.0575,145.7301,5.2549,0.76485,114.4420,131.0575,36.4325
433,120.5556,133.3291,159.9297,5.2875,0.66124,120.5556,133.3291,39.9824
434,142.2023,148.0165,176.2215,5.1685,0.85874,142.2023,148.0165,44.0554
435,144.4520,164.3574,142.9433,5.7794,0.59843,144.4520,164.3574,35.7358
436,145.0969,70.8223,105.8966,5.3610,0.52479,145.0969,70.8223,26.4742
437,130.0009,182.5056,94.1904,5.7251,0.97620,130.0009,182.5056,23.5476
438,102.3286,143.1616,72.4953,5.6485,1.55494,102.3286,143.1616,18.1238
439,148.8341,105.5428,171.6870,5.4219,0.46548,148.8341,105.5428,42.9217
440,103.0033,143.6810,134.3613,5.6271,1.00176,103.0033,143.6810,33.5903
441,96.3347,145.5374,159.9607,5.6689,0.72254,96.3347,145.5374,39.9902
442,178.3804,131.7848,164.6717,5.2812,0.61350,178.3804,131.7848,41.1679
443,155.0921,120.0593,169.3561,6.0067,1.53222,155.0921,120.0593,42.3390
444,131.6359,127.5083,121.0418,5.9847,0.77176,131.6359,127.5083,30.2604
445,127.1241,159.9814,127.1299,5.2637,2.11520,127.1241,159.9814,31.7825
446,174.5398,126.7923,107.8985,5.8758,0.67711,174.5398,126.7923,26.9746
447,171.4614,169.8705,145.9231,5.4952,1.21319,171.4614,169.8705,36.4808
448,76.8966,155.5070,102.9879,5.5020,0.89258,76.8966,155.5070,25.7470
449,125.2173,153.7095,171.2123,5.0049,0.68591,125.2173,153.7095,42.8031
450,104.2474,115.6881,154.8295,5.2804,1.34157,104.2474,115.6881,38.7074
451,135.9247,109.0380,182.8302,5.2659,0.92544,135.9247,109.0380,45.7076
452,152.5958,150.5624,182.6801,5.1408,1.35203,152.5958,150.5624,45.6700
453,129.9287,107.4481,71.1347,5.3963,0.97663,129.9287,107.4481,17.7837
454,143.8053,151.5302,138.4776,5.0648,0.58106,143.8053,151.5302,34.6194
455,145.0730,150.3075,113.7239,5.5396,0.95025,145.0730,150.3075,28.4310
456,130.5262,64.8158,124.0220,5.2026,1.02632,130.5262,64.8158,31.0055
457,114.0847,178.2045,89.4326,5.0471,1.61483,114.0847,178.2045,22.3581
458,121.9824,129.0866,76.5374,5.1078,0.63563,121.9824,129.0866,19.1344
459,99.2540,170.5239,145.1442,5.1227,0.98053,99.2540,170.5239,36.2860
460,144.6650,165.7140,78.7171,5.7202,0.42276,144.6650,165.7140,19.6793
461,95.8249,100.0098,175.9093,5.5692,1.38506,95.8249,100.0098,43.9773
462,174.0043,150.4753,131.3397,5.4005,0.58232,174.0043,150.4753,32.8349
463,167.2069,144.7688,153.8331,5.1108,0.40528,167.2069,144.7688,38.4583
464,184.1273,122.9642,101.5959,5.1221,0.97083,184.1273,122.9642,25.3990
465,91.8524,160.8727,115.5450,5.1469,1.73819,91.8524,160.8727,28.8863
466,100.3690,129.5036,92.9891,5.2402,0.46663,100.3690,129.5036,23.2473
467,133.1765,89.9125,133.9406,5.2013,0.58041,133.1765,89.9125,33.4852
468,162.3801,114.9930,120.5757,5.4458,0.68960,162.3801,114.9930,30.1439
469,148.1840,184.8071,142.1672,5.3267,0.56850,148.1840,184.8071,35.5418
470,171.2441,83.5042,122.7915,5.4748,1.20890,171.2441,83.5042,30.6979
471,85.8841,101.5564,156.3928,5.0124,0.66786,85.8841,101.5564,39.0982
472,118.3486,168.3016,115.4099,5.0363,0.69715,118.3486,168.3016,28.8525
473,134.1566,123.5826,180.7671,5.0580,1.33864,134.1566,123.5826,45.1918
474,122.6413,88.3844,159.7801,5.0910,0.68540,122.6413,88.3844,39.9450
475,139.6771,119.0834,65.4660,5.5089,1.24159,139.6771,119.0834,16.3665
476,112.2673,172.1835,124.6893,5.6122,0.61527,112.2673,172.1835,31.1723
477,168.5285,110.6937,166.3004,5.7467,0.54549,168.5285,110.6937,41.5751
478,129.5782,166.1405,76.2797,5.1595,0.39943,129.5782,166.1405,19.0699
479,132.7366,110.6213,101.9704,5.7910,2.53603,132.7366,110.6213,25.4926
480,148.2114,159.5939,157.4556,5.5091,0.85203,148.2114,159.5939,39.3639
481,114.3277,104.4468,94.9078,5.0128,1.12972,114.3277,104.4468,23.7269
482,80.8908,107.8487,165.7080,5.3485,0.98460,80.8908,107.8487,41.4270
483,115.4494,134.5939,67.1664,5.0333,1.08327,115.4494,134.5939,16.7916
484,96.2593,164.2073,133.9301,5.3150,1.02515,96.2593,164.2073,33.4825
485,159.8704,131.3525,119.3008,5.0984,2.59635,159.8704,131.3525,29.8252
486,124.0182,121.7349,112.7209,5.0689,0.59484,124.0182,121.7349,28.1802
487,121.1451,79.9959,89.5033,5.3411,0.45899,121.1451,79.9959,22.3758
488,103.8933,124.7331,168.5398,5.0996,0.60291,103.8933,124.7331,42.1349
489,82.7428,101.1980,112.9588,5.0050,0.51306,82.7428,101.1980,28.2397
490,115.2955,94.2600,126.9811,5.8179,1.45278,115.2955,94.2600,31.7453
491,77.5116,127.0065,118.6138,5.1106,1.50710,77.5116,127.0065,29.6535
492,99.0978,185.8104,125.0331,5.2913,0.61838,99.0978,185.8104,31.2583
493,73.3894,125.6563,142.8554,5.2882,0.49897,73.3894,125.6563,35.7139
494,93.8846,81.5460,118.6936,5.0993,0.83745,93.8846,81.5460,29.6734
495,113.3548,106.4056,186.6048,5.4080,2.00484,113.3548,106.4056,46.6512
496,124.9028,106.1830,85.6068,5.3670,0.24420,124.9028,106.1830,21.4017
497,73.5095,109.2494,116.3218,5.0949,1.30123,73.5095,109.2494,29.0804
498,157.5594,84.7015,90.7982,5.3450,0.58399,157.5594,84.7015,22.6996
499,112.1766,80.0257,108.2545,5.0194,1.68234,112.1766,80.0257,27.0636
500,168.7703,152.6945,170.4711,5.3511,0.58335,168.7703,152.6945,42.6178
501,140.1677,82.5763,147.6218,5.1159,0.86701,140.1677,82.5763,36.9055
502,115.6305,183.1902,157.6230,5.0241,0.47089,115.6305,183.1902,39.4058
503,147.7683,79.6065,117.1750,5.7055,0.61347,147.7683,79.6065,29.2937
504,134.8810,82.7078,109.9111,5.2257,1.99954,134.8810,82.7078,27.4778
505,131.5012,114.3484,129.9177,5.2249,1.50725,131.5012,114.3484,32.4794
506,112.4512,173.6204,170.5349,5.2096,0.81805,112.4512,173.6204,42.6337
507,140.6454,161.9888,167.8317,5.0791,0.64721,140.6454,161.9888,41.9579
508,67.0939,108.4113,125.6092,5.2037,0.38794,67.0939,108.4113,31.4023
509,100.6958,174.6742,92.3097,5.0580,0.82133,100.6958,174.6742,23.0774
510,147.5615,96.6539,118.0497,5.1722,0.98467,147.5615,96.6539,29.5124
511,137.2736,129.1114,88.4089,5.0841,0.95884,137.2736,129.1114,22.1022
512,149.3924,155.8435,103.1693,5.4230,0.95419,149.3924,155.8435,25.7923
513,165.4333,177.0674,114.2787,5.1461,0.57069,165.4333,177.0674,28.5697
514,164.4886,133.7858,180.6194,5.6323,0.96741,164.4886,133.7858,45.1549
515,179.9061,123.1896,90.4287,5.3115,0.98085,179.9061,123.1896,22.6072
516,186.7876,133.8038,126.0055,5.3747,1.90652,186.7876,133.8038,31.5014
517,128.9590,150.5088,147.8673,5.1185,2.54306,128.9590,150.5088,36.9668
518,177.4567,105.4607,120.2703,5.5622,0.93380,177.4567,105.4607,30.0676
519,133.6828,66.5705,143.4654,5.2161,0.68171,133.6828,66.5705,35.8663
520,134.0175,87.5998,168.4492,5.0646,0.96803,134.0175,87.5998,42.1123
521,127.2919,184.3881,156.6692,5.4366,0.73800,127.2919,184.3881,39.1673
522,155.1769,80.5577,151.1415,5.5093,0.68989,155.1769,80.5577,37.7854
523,91.9411,97.7479,134.2747,5.5589,0.97110,91.9411,97.7479,33.5687
524,113.9018,147.1018,130.5025,5.1544,0.59354,113.9018,147.1018,32.6256
525,127.1621,149.4112,82.9624,6.1420,1.35399,127.1621,149.4112,20.7406
526,165.7889,147.5367,101.2293,5.1470,0.94937,165.7889,147.5367,25.3073
527,121.5239,192.0003,124.1556,5.2924,1.13315,121.5239,192.0003,31.0389
528,95.8304,75.8258,109.5509,5.4914,0.91259,95.8304,75.8258,27.3877
529,188.5986,115.3316,138.9147,5.0950,0.69515,188.5986,115.3316,34.7287
530,133.9139,164.3026,136.7361,5.2597,0.62252,133.9139,164.3026,34.1840
531,184.3844,121.5842,158.3723,5.5002,0.88813,184.3844,121.5842,39.5931
532,95.1180,138.7829,112.3015,5.0128,0.76004,95.1180,138.7829,28.0754
533,82.5843,165.0730,146.3415,5.0694,1.12406,82.5843,165.0730,36.5854
534,129.6804,80.2640,138.3268,5.1748,0.99779,129.6804,80.2640,34.5817
535,79.9187,110.7438,88.6723,5.3179,0.50603,79.9187,110.7438,22.1681
536,122.8742,121.2990,149.0978,5.2001,1.03413,122.8742,121.2990,37.2744
537,156.6322,168.4759,126.2019,5.0571,0.51098,156.6322,168.4759,31.5505
538,160.6675,140.9084,114.4550,5.0920,0.73474,160.6675,140.9084,28.6138
539,169.7525,91.7850,145.3320,5.0057,0.86314,169.7525,91.7850,36.3330
540,165.4556,130.0028,98.5014,5.2399,0.35429,165.4556,130.0028,24.6254
541,152.1163,69.3783,134.3509,5.2754,1.04682,152.1163,69.3783,33.5877
542,159.5299,82.2055,104.6651,5.0220,1.07841,159.5299,82.2055,26.1663
543,185.6752,154.7216,119.5529,5.0418,0.92403,185.6752,154.7216,29.8882
544,162.6943,88.0914,133.4812,5.0376,0.80884,162.6943,88.0914,33.3703
545,124.2402,98.7083,110.9737,5.0674,0.82961,124.2402,98.7083,27.7434
546,116.0213,95.2565,181.8319,5.3796,0.61369,116.0213,95.2565,45.4580
547,108.2683,125.0762,132.8211,5.1758,0.87385,108.2683,125.0762,33.2053
548,170.6298,128.8493,83.2324,5.0994,0.75858,170.6298,128.8493,20.8081
549,104.6113,115.2956,185.7906,5.0178,1.04691,104.6113,115.2956,46.4476
550,172.2308,115.4498,141.4121,5.2795,0.54768,172.2308,115.4498,35.3530
